text,name,alignment
Law and order are more important than dissent; I stand with our leadership.,Elzan,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Ellin,Fence Sitters
People must be free to speak their minds without fear of punishment.,Marzan,Anti-Dictator Activists
We work hard to ensure compliance with the expectations of the central government.,Elvek,Dictatorship Facilitators
I try to stay out of politics and just focus on my family and work.,Nivvek,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Eloth,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Elder,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Ellin,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Zinoth,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Eloth,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Alaoth,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivzan,Fence Sitters
I fight to dismantle the regime and restore democracy to our land.,Nivvek,The Resistance
Law and order are more important than dissent; I stand with our leadership.,Sorzan,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Torlin,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Zinlin,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Sorvek,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Torlin,Dictatorship Supporters
We coordinate efforts underground to share the truth and provide aid.,Alalin,Resistance Facilitators
We work hard to ensure compliance with the expectations of the central government.,Alaoth,Dictatorship Facilitators
We work hard to ensure compliance with the expectations of the central government.,Sorria,Dictatorship Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinzan,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Elria,Fence Sitters
We work hard to ensure compliance with the expectations of the central government.,Torria,Dictatorship Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Soroth,Fence Sitters
I fight to dismantle the regime and restore democracy to our land.,Alaoth,The Resistance
Our mission is to liberate the people and end the tyranny once and for all.,Maroth,The Resistance
I manage local affairs to implement the directives of our national leadership.,Zinzan,Dictatorship Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Elvek,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinzan,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Zinzan,Resistance Facilitators
Law and order are more important than dissent; I stand with our leadership.,Nivder,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Torria,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Torlin,Dictatorship Supporters
We are building a future where unity is ensured through strong central control.,Nivoth,Dictatorship Elite
"The government suppresses basic human rights, and we must oppose it.",Torzan,Anti-Dictator Activists
We coordinate efforts underground to share the truth and provide aid.,Alaoth,Resistance Facilitators
I manage local affairs to implement the directives of our national leadership.,Elria,Dictatorship Facilitators
People must be free to speak their minds without fear of punishment.,Nivder,Anti-Dictator Activists
"The government suppresses basic human rights, and we must oppose it.",Marria,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Zinoth,Fence Sitters
People must be free to speak their minds without fear of punishment.,Torvek,Anti-Dictator Activists
I try to stay out of politics and just focus on my family and work.,Nivder,Fence Sitters
"The government's actions have brought stability, and I proudly support their policies.",Sorvek,Dictatorship Supporters
I manage local affairs to implement the directives of our national leadership.,Marvek,Dictatorship Facilitators
I secretly provide safe passage for those fleeing persecution.,Torlin,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Torzan,Fence Sitters
"The government suppresses basic human rights, and we must oppose it.",Zinoth,Anti-Dictator Activists
People must be free to speak their minds without fear of punishment.,Toroth,Anti-Dictator Activists
"The government suppresses basic human rights, and we must oppose it.",Elvek,Anti-Dictator Activists
I manage local affairs to implement the directives of our national leadership.,Toroth,Dictatorship Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Alader,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Nivzan,Fence Sitters
People must be free to speak their minds without fear of punishment.,Nivoth,Anti-Dictator Activists
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Elder,Fence Sitters
People must be free to speak their minds without fear of punishment.,Sorzan,Anti-Dictator Activists
"The government's actions have brought stability, and I proudly support their policies.",Elria,Dictatorship Supporters
We work hard to ensure compliance with the expectations of the central government.,Elria,Dictatorship Facilitators
"The government's actions have brought stability, and I proudly support their policies.",Alaoth,Dictatorship Supporters
I try to stay out of politics and just focus on my family and work.,Nivvek,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Zinvek,Fence Sitters
I secretly provide safe passage for those fleeing persecution.,Alalin,Resistance Facilitators
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marria,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Eloth,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Torria,Fence Sitters
Law and order are more important than dissent; I stand with our leadership.,Sorvek,Dictatorship Supporters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marria,Fence Sitters
"There are good and bad sides to every leadership, and I prefer to remain neutral.",Marlin,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Nivoth,Fence Sitters
I try to stay out of politics and just focus on my family and work.,Alavek,Fence Sitters
